ObjectID,ProjectID,AssetID,AreaID,Region,DataFormat,Orgnztion,URL,Notes,Contact,Email,FundType,FunderName,FundEnd,FundSec,ProjFocus,PhysFocus,BioFocus,InstiType,AssetType,StudyType,TidalExp,EcoType,Latitude,Longitude,Depth_m_,ProfileMin,ProfileMax,MeasType,MeasFreq,MeasPeriod,ProgDur,YearSamp,StartYr,EndYr,Ongoing,DataFreq,DiscSWpCO2,ATMpCO2,DiscSWpH,DiscTA,DiscDIC,SatState,DiscDO,isSWpCO2,isSWpH,isDIC,isDO,CalcPmtrs,Methods,Instrument,Temp,Salinity,Pressure,Turbidity,DOC,OtherPhys,Nutrients,Chlrophyl,Nitrate,Ammonium,Phosphate,Silicate,Iron,BioSamples,BioAbund,BioAdapt,BioBiomass,BioCalc,BioComm,BioDistr,BioDiv,BioEvol,BioFoodweb,BioGrRate,BioPhtosyn,BioRecr,BioSurv,BioMovmnt,BioBehvor,OtherBio,OAHFocus,DisCrbPmtr,ISCrbPmtr
WA697,Submerged Vegetation Monitoring Program,cps1770,,Washington,point,Washington Department of Natural Resources,http://www.dnr.wa.gov/programs-and-services/aquatics/aquatic-science/nearshore-habitat-eelgrass-monitoring,Measurement frequency has changed over time for more details contact Lisa Ferrier,Lisa Ferrier,lisa.ferrier@dnr.wa.gov,Dedicated Program Funds,Washington Department of Natural Resources,,Funding is continued for the forseeable future,Biological,,Habitat Characterization,Agency,Sample Site,Field Survey,,Nearshore,47.29777763,-122.4257071,,,,,Annual,May - September,,2000-Present,2000,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,None,No,No,No,No,No,No,No,Macrophytes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Non-OAH,0,0
WA868,Submerged Vegetation Monitoring Program,swh1575,,Washington,point,Washington Department of Natural Resources,http://www.dnr.wa.gov/programs-and-services/aquatics/aquatic-science/nearshore-habitat-eelgrass-monitoring,Measurement frequency has changed over time for more details contact Lisa Ferrier,Lisa Ferrier,lisa.ferrier@dnr.wa.gov,Dedicated Program Funds,Washington Department of Natural Resources,,Funding is continued for the forseeable future,Biological,,Habitat Characterization,Agency,Sample Site,Field Survey,,Nearshore,48.10154677,-122.4259544,,,,,Annual,May - September,,2000-Present,2000,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,None,No,No,No,No,No,No,No,Macrophytes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Non-OAH,0,0
WA217,King County - Puget Sound Marine Monitoring - Water Column,LSEP01 - South TP Outfall,,Washington,point,King County,http://green2.kingcounty.gov/marine/Monitoring/Offshore,,Kim Stark; Stephanie Jaeger,Kimberle.Stark@kingcounty.gov,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Agency,Sample Site,Field Survey,,,47.60117877,-122.4264814,1;15;25;35;55;100;180,1,180,spot,Monthly,Year-round,,21Oct98-Present,1998,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,WET Laps WETStar Fluorometer; SBE 4 Conductivity Sensor; SBE 29 Pressure; SBE 43 Dissolved Oxygen; WET Labs C-Star Transmissiometer; LI-COR Surface Light Intensity (PAR) LI-190-SA-50; LI-COR Light Intensity LI-193-SA-50; SBE 3 Temperature,Yes,Yes,Yes,Yes,No,Phaeophytin; Total Kjedahl Nitrogen; Total Suspended Solids; Totla Phosphorus; Densit; PAR; Transmissivity,Yes,Yes,Yes,Yes,No,No,No,Enterococcus; Fecal coliform,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Enterococcus; Fecal coliform,OAH,0,1
WA694,Submerged Vegetation Monitoring Program,cps1686,,Washington,point,Washington Department of Natural Resources,http://www.dnr.wa.gov/programs-and-services/aquatics/aquatic-science/nearshore-habitat-eelgrass-monitoring,Measurement frequency has changed over time for more details contact Lisa Ferrier,Lisa Ferrier,lisa.ferrier@dnr.wa.gov,Dedicated Program Funds,Washington Department of Natural Resources,,Funding is continued for the forseeable future,Biological,,Habitat Characterization,Agency,Sample Site,Field Survey,,Nearshore,47.66625335,-122.4265832,,,,,Annual,May - September,,2000-Present,2000,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,None,No,No,No,No,No,No,No,Macrophytes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Non-OAH,0,0
WA212,King County - Puget Sound Marine Monitoring - Water Column,KSBP01 - Jefferson Head,,Washington,point,King County,http://green2.kingcounty.gov/marine/Monitoring/Offshore,,Kim Stark; Stephanie Jaeger,Kimberle.Stark@kingcounty.gov,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Agency,Sample Site,Field Survey,,,47.74395952,-122.428169,1;15;25;35;55;100;200,1,200,spot,Monthly,Year-round,,20Oct98-Present,1998,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,WET Laps WETStar Fluorometer; SBE 4 Conductivity Sensor; SBE 29 Pressure; SBE 43 Dissolved Oxygen; WET Labs C-Star Transmissiometer; LI-COR Surface Light Intensity (PAR) LI-190-SA-50; LI-COR Light Intensity LI-193-SA-50; SBE 3 Temperature,Yes,Yes,Yes,Yes,No,Phaeophytin; Total Kjedahl Nitrogen; Total Suspended Solids; Totla Phosphorus; Densit; PAR; Transmissivity,Yes,Yes,Yes,Yes,No,No,No,Enterococcus; Fecal coliform,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Enterococcus; Fecal coliform,OAH,0,1
WA1070,U.S. EPA Environmental Monitoring and Assessment Program,WA00-0071,,Washington,point,U.S. Environmental Protection Agency;  Washington State Department of Ecology,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Estuarine,47.59016,-122.42835,189.5,,,spot,Once,June - September,1,2000,2000,2000,No,,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,Fish,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,bioaccumulation,H,0,0
WA1212,U.S. EPA Environmental Monitoring and Assessment Program,WA06-0014,,Washington,point,U.S. Environmental Protection Agency;  Dynamac Corp,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Estuarine,47.46846,-122.42991,92.5,,,spot,Once,June - September,1,2006,2006,2006,No,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,CTD YSI,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,Fish,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,bioaccumulation,OAH,0,1
OR291,2011 West Coast OA Cruise,WCOA2011 - 11-74,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,36.52,-122.43,,0,46,spot,Once,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR464,2013 West Coast OA Cruise,WCOA2013 - 11-126,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2013,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,36.52,-122.43,,0,92,spot,Once,,1,2013,2013,2013,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR465,2013 West Coast OA Cruise,WCOA2013 - 11-126,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2013,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,36.52,-122.43,,0,92,spot,Once,,1,2013,2013,2013,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
WA1210,U.S. EPA Environmental Monitoring and Assessment Program,WA06-0011,,Washington,point,U.S. Environmental Protection Agency;  Dynamac Corp,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Estuarine,47.82283,-122.43005,65.5,,,spot,Once,June - September,1,2006,2006,2006,No,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,CTD YSI,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,Fish,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,bioaccumulation,OAH,0,1
WA1221,U.S. EPA Environmental Monitoring and Assessment Program,WA06-0023,,Washington,point,U.S. Environmental Protection Agency;  Dynamac Corp,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Estuarine,47.82177,-122.43017,112,,,spot,Once,June - September,1,2006,2006,2006,No,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,CTD YSI,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,Fish,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,bioaccumulation,OAH,0,1
WA1218,U.S. EPA Environmental Monitoring and Assessment Program,WA06-0020,,Washington,point,U.S. Environmental Protection Agency;  Dynamac Corp,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Estuarine,47.68221,-122.43181,72,,,spot,Once,June - September,1,2006,2006,2006,No,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,CTD YSI,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,Fish,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,bioaccumulation,OAH,0,1
WA1129,U.S. EPA Environmental Monitoring and Assessment Program,WA04-0004,,Washington,point,U.S. Environmental Protection Agency;  Washington State Department of Ecology,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Estuarine,47.284367,-122.432356,90.5,,,spot,Once,June - September,1,2004,2004,2004,No,,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,Fish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,bioaccumulation,H,0,0
WA679,Submerged Vegetation Monitoring Program,cps1160,,Washington,point,Washington Department of Natural Resources,http://www.dnr.wa.gov/programs-and-services/aquatics/aquatic-science/nearshore-habitat-eelgrass-monitoring,Measurement frequency has changed over time for more details contact Lisa Ferrier,Lisa Ferrier,lisa.ferrier@dnr.wa.gov,Dedicated Program Funds,Washington Department of Natural Resources,,Funding is continued for the forseeable future,Biological,,Habitat Characterization,Agency,Sample Site,Field Survey,,Nearshore,47.40601953,-122.4324153,,,,,Annual,May - September,,2000-Present,2000,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,None,No,No,No,No,No,No,No,Macrophytes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Non-OAH,0,0
WA220,King County - Puget Sound Marine Monitoring - Water Column,MSJN02 - Vashon TP Outfall,,Washington,point,King County,http://green2.kingcounty.gov/marine/Monitoring/Offshore,,Kim Stark; Stephanie Jaeger,Kimberle.Stark@kingcounty.gov,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Agency,Sample Site,Field Survey,,,47.45292237,-122.433332,1;15;25;35;55,1,55,spot,Monthly,Year-round,,25Jan05-Present,2005,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,WET Laps WETStar Fluorometer; SBE 4 Conductivity Sensor; SBE 29 Pressure; SBE 43 Dissolved Oxygen; WET Labs C-Star Transmissiometer; LI-COR Surface Light Intensity (PAR) LI-190-SA-50; LI-COR Light Intensity LI-193-SA-50; SBE 3 Temperature,Yes,Yes,Yes,Yes,No,Phaeophytin; Total Kjedahl Nitrogen; Total Suspended Solids; Totla Phosphorus; Densit; PAR; Transmissivity,Yes,Yes,Yes,Yes,No,No,No,Enterococcus; Fecal coliform,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Enterococcus; Fecal coliform,OAH,0,1
WA219,King County - Puget Sound Marine Monitoring - Water Column,LSNT01 - Fauntleroy/Vashon,,Washington,point,King County,http://green2.kingcounty.gov/marine/Monitoring/Offshore,,Kim Stark; Stephanie Jaeger,Kimberle.Stark@kingcounty.gov,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Agency,Sample Site,Field Survey,,,47.53333334,-122.4333333,1;15;25;35;55;100;180,1,180,spot,Monthly,Year-round,,21Oct98-Present,1998,Present,Yes,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,WET Laps WETStar Fluorometer; SBE 4 Conductivity Sensor; SBE 29 Pressure; SBE 43 Dissolved Oxygen; WET Labs C-Star Transmissiometer; LI-COR Surface Light Intensity (PAR) LI-190-SA-50; LI-COR Light Intensity LI-193-SA-50; SBE 3 Temperature,Yes,Yes,Yes,Yes,No,Phaeophytin; Total Kjedahl Nitrogen; Total Suspended Solids; Totla Phosphorus; Densit; PAR; Transmissivity,Yes,Yes,Yes,Yes,No,No,No,Enterococcus; Fecal coliform,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Enterococcus; Fecal coliform,OAH,0,1
OR513,2016 West Coast OA Cruise,WCOA2016 - 6 - 49,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,https://www.pmel.noaa.gov/co2/story/2016+West+Coast+Ocean+Acidification+Cruise,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2016,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,36.524,-122.434,,0,2199,spot,Once,,1,2016,2016,2016,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,OAH,4,0
WA678,Submerged Vegetation Monitoring Program,cps1156,,Washington,point,Washington Department of Natural Resources,http://www.dnr.wa.gov/programs-and-services/aquatics/aquatic-science/nearshore-habitat-eelgrass-monitoring,Measurement frequency has changed over time for more details contact Lisa Ferrier,Lisa Ferrier,lisa.ferrier@dnr.wa.gov,Dedicated Program Funds,Washington Department of Natural Resources,,Funding is continued for the forseeable future,Biological,,Habitat Characterization,Agency,Sample Site,Field Survey,,Nearshore,47.433315,-122.4368918,,,,,Annual,May - September,,2000-Present,2000,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,None,No,No,No,No,No,No,No,Macrophytes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Non-OAH,0,0
WA971,Marine Sediment Monitoring - Long-Term Temporal Survey,40,,Washington,point,Washington State Department of Ecology,https://ecology.wa.gov/Research-Data/Monitoring-assessment/Puget-Sound-and-marine-monitoring/Long-term-changes-in-sediment,Metadata are only for near-bottom discrete DO from 2001 2002 2005 2006.  Station is sampled yearly for benthos and sediment characteristics.,Valerie Partridge,valerie.partridge@ecy.wa.gov,Dedicated Program Funds,Washington Department of Ecology,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Benthic Community Structure and Abundance,Agency,Cruise Station,Cruise,No,Estuarine,47.2613,-122.4373,10.3,,,spot,Annual,April,28,1989-Present,1989,Present,Yes,,No,No,No,No,No,No,Yes,No,No,No,No,,Niskin,,No,No,No,No,No,Mercury; Metals; PAH; PCB; Sediment Toxicity; Sediment Quality Triad Index; Sediment Quality Characteristics;  Sediment Chemistry,No,No,No,No,No,No,No,Benthic Invertebrates,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,H,0,0
WA577,Marine Water Quality Monitoring,CMB006 - Commencement Bay - Mouth of City WW,,Washington,point,Washington State Department of Ecology,https://ecology.wa.gov/Research-Data/Monitoring-assessment/Puget-Sound-and-marine-monitoring/Long-term-changes-in-marine-water,Includes CTD vertical profiiles.,Julia Bos for all; Mya Keyzers for TA/DIC,julia.bos@ecy.wa.gov,Dedicated Program Funds,Washington Department of Ecology ,,Funding is continued for the forseeable future,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Agency,Sample Site,Field Survey,No,Estuarine,47.26149,-122.43735,,0.5,20,spot,Decadal,Year-round,28,1989-Present,1995,2010,Yes,Monthly,No,No,No,No,No,No,No,No,Yes,No,Yes,,Too numerous to list; See QAPP or website,Too numerous to list; See QAPP or website,Yes,Yes,Yes,Yes,No,Light Transmission,Yes,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
WA867,Submerged Vegetation Monitoring Program,swh1574,,Washington,point,Washington Department of Natural Resources,http://www.dnr.wa.gov/programs-and-services/aquatics/aquatic-science/nearshore-habitat-eelgrass-monitoring,Measurement frequency has changed over time for more details contact Lisa Ferrier,Lisa Ferrier,lisa.ferrier@dnr.wa.gov,Dedicated Program Funds,Washington Department of Natural Resources,,Funding is continued for the forseeable future,Biological,,Habitat Characterization,Agency,Sample Site,Field Survey,,Nearshore,48.10385353,-122.4373875,,,,,Annual,May - September,,2000-Present,2000,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,None,No,No,No,No,No,No,No,Macrophytes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Non-OAH,0,0
WA677,Submerged Vegetation Monitoring Program,cps1153,,Washington,point,Washington Department of Natural Resources,http://www.dnr.wa.gov/programs-and-services/aquatics/aquatic-science/nearshore-habitat-eelgrass-monitoring,Measurement frequency has changed over time for more details contact Lisa Ferrier,Lisa Ferrier,lisa.ferrier@dnr.wa.gov,Dedicated Program Funds,Washington Department of Natural Resources,,Funding is continued for the forseeable future,Biological,,Habitat Characterization,Agency,Sample Site,Field Survey,,Nearshore,47.45972117,-122.4379853,,,,,Annual,May - September,,2000-Present,2000,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,None,No,No,No,No,No,No,No,Macrophytes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Non-OAH,0,0
OR169,2007 West Coast OA Cruise,WCOA2007 - 8-61,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2007,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,36.53,-122.44,,10,53,spot,Once,,1,2007,2007,2007,No,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,,Deep cast rosette; underway optical sensors ,"Seabird 24-position carousel s/n 471; 9plus CTD s/n 315;
primary 3plus temperature sensor s/n 03P-4569 (stations 1-34) and 03P-4335 (stations 35-111);
primary 4C conductivity sensor s/n 04-3157 (stations 1-34) and 04-2887 (stations 35-111);
secondary 3plus temperature sensor s/n 03P-4341 and secondary 4C conductivity sensor s/n 04-
3068; and oxygen s/n 43-0313 (stations 1-34) and 43-0315 (stations 35-111)",Yes,Yes,Yes,No,Yes,Total Carbon; Ar and O2 isotopes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,CDOM,OAH,3,0
WA1246,U.S. EPA National Coastal Condition Assessment,NCCA10-1249,,Washington,point,U.S. Environmental Protection Agency;  Washington State Department of Ecology,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.  Ecology has CTD data in 0.5-m bins;  these bins are different from bins that U.S. EPA requested and provides.  Also Ecology has DO % saturation whereas U.S. EPA does not provide this.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Contaminants in water sediment fish,Agency,Sample Site,Field Survey,No,Estuarine,48.318522,-122.441941,,0.5,1.4,spot,Once,June - September,1,2010,2010,2010,No,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,Sea-Bird CTD,Yes,Yes,Yes,No,No,Transmission; PAR; TSS),Yes,Yes,No,Yes,No,No,No,Fish; Benthic Invertebrates,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Tissue Toxicity,OAH,0,1
WA1224,U.S. EPA Environmental Monitoring and Assessment Program,WA06-0027,,Washington,point,U.S. Environmental Protection Agency;  Dynamac Corp,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Estuarine,48.09263,-122.44243,165,,,spot,Once,June - September,1,2006,2006,2006,No,,No,No,No,No,No,No,No,No,Yes,No,Yes,,,CTD YSI,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,Fish,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,bioaccumulation,OAH,0,1
WA1330,Puget Sound Regional Synthesis Model (PRISM),Point Piner 1 (P32),,Washington,point,University of Washington; National Oceanic and Atmospheric Administration,http://www.prism.washington.edu/home/index;  http://nvs.nanoos.org/CruiseSalish,Cruises 2-3x/year (usually June and December) in Puget Sound. 1998-2008. Lat/long are for center point of Feb. 2008 cruise (Strait of Juan de Fuca). Listed on NOAA GOA-ON under 'Ship-based time-series'.,Jan Newton,newton@apl.washington.edu,External Funds,UW,2013,Continued funding is likely from other sources (WOAC),Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Plankton Distribution;  Water Quality,Academic/Agency,Cruise Station,Cruise,,Estuarine,47.3329,-122.4427,0;5;10;20;30;50;80;100;120;150;170,,,spot,Semi-annual,Year-round,13,1999-2011,1999,2011,No,,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,,CTD package,Yes,Yes,Yes,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,2,0
WA1331,Puget Sound Regional Synthesis Model (PRISM),Point Piner 2 (P32),,Washington,point,University of Washington; National Oceanic and Atmospheric Administration,http://www.prism.washington.edu/home/index;  http://nvs.nanoos.org/CruiseSalish,Cruises 2-3x/year (usually June and December) in Puget Sound. 1998-2008. Lat/long are for center point of Feb. 2008 cruise (Strait of Juan de Fuca). Listed on NOAA GOA-ON under 'Ship-based time-series'.,Jan Newton,newton@apl.washington.edu,External Funds,UW,2013,Continued funding is likely from other sources (WOAC),Physical/Biogeochemical & Biological,Estuarine Environmental Monitoring,Plankton Distribution;  Water Quality,Academic/Agency,Cruise Station,Cruise,,Estuarine,47.3329,-122.4427,0;5;10;20;30;50;80;100;120;150;170,,,spot,Semi-annual,Year-round,13,1999-2011,1999,2011,No,,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,,CTD package,Yes,Yes,Yes,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,2,0
WA634,Marine Water Quality Monitoring,QMH002 - Quartermaster Harbor - Inner Harbor,,Washington,point,Washington State Department of Ecology,https://ecology.wa.gov/Research-Data/Monitoring-assessment/Puget-Sound-and-marine-monitoring/Long-term-changes-in-marine-water,Includes CTD vertical profiles.,Julia Bos for all; Mya Keyzers for TA/DIC,julia.bos@ecy.wa.gov,Dedicated Program Funds,Washington Department of Ecology ,,Funding is continued for the forseeable future,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Agency,Sample Site,Field Survey,No,Estuarine,47.39649,-122.4429,,0.5,8,spot,Decadal,Year-round,28,1989-Present,1997,2010,Yes,Monthly,No,No,No,No,No,No,No,No,Yes,No,Yes,,Too numerous to list; See QAPP or website,Too numerous to list; See QAPP or website,Yes,Yes,Yes,Yes,No,Light Transmission,Yes,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
